sale_date,domain,quantity
2022-04-05,Electronics,155
2022-04-05,Electronics,88
2022-04-05,Electronics,22
2022-04-05,Furniture,35
2022-04-05,Furniture,110
2022-04-05,Toys,258
2022-04-05,Groceries,70
2022-04-05,Furniture,302
2022-04-05,Groceries,288
2022-04-05,Groceries,165
2022-04-05,Furniture,63
2022-04-05,Groceries,17
2022-04-05,Clothing,56
2022-04-05,Clothing,164
2022-04-05,Clothing,291
2022-04-05,Clothing,86
2022-04-05,Toys,158
2022-04-05,Groceries,111
2022-04-05,Furniture,61
2022-04-05,Toys,165
2022-04-05,Electronics,137
2022-04-05,Electronics,239
2022-04-05,Groceries,27
2022-04-05,Toys,95
2022-04-05,Electronics,79
2022-04-05,Groceries,231
2022-04-05,Toys,323
2022-04-05,Furniture,310
2022-04-05,Furniture,187
2022-04-05,Toys,47
2022-04-05,Furniture,214
2022-04-05,Clothing,45
2022-04-05,Furniture,136
2022-04-05,Groceries,47
2022-04-05,Electronics,125
2022-04-05,Groceries,175
2022-04-05,Clothing,96
2022-04-05,Furniture,221
2022-04-05,Clothing,219
2022-04-05,Electronics,50
2022-04-05,Groceries,177
2022-04-05,Groceries,116
2022-04-05,Clothing,93
2022-04-05,Toys,139
2022-04-05,Clothing,274
2022-04-05,Clothing,122
2022-04-05,Clothing,140
2022-04-05,Clothing,467
2022-04-05,Clothing,121
2022-04-05,Toys,328
2022-04-05,Clothing,17
2022-04-05,Clothing,296
2022-04-05,Clothing,161
2022-04-05,Groceries,221
2022-04-05,Clothing,7
2022-04-05,Furniture,100
2022-04-05,Clothing,182
2022-04-05,Clothing,41
2022-04-05,Groceries,180
2022-04-05,Toys,410
2022-04-06,Groceries,98
2022-04-06,Toys,76
2022-04-06,Electronics,33
2022-04-06,Furniture,136
2022-04-06,Groceries,6
2022-04-06,Clothing,110
2022-04-06,Electronics,70
2022-04-06,Groceries,12
2022-04-06,Furniture,32
2022-04-06,Electronics,117
2022-04-06,Furniture,216
2022-04-06,Furniture,1
2022-04-06,Groceries,166
2022-04-06,Groceries,76
2022-04-06,Groceries,60
2022-04-06,Furniture,227
2022-04-06,Toys,275
2022-04-06,Electronics,59
2022-04-06,Groceries,415
2022-04-06,Groceries,217
2022-04-06,Groceries,180
2022-04-06,Groceries,20
2022-04-06,Furniture,33
2022-04-06,Toys,42
2022-04-06,Toys,83
2022-04-06,Clothing,120
2022-04-06,Groceries,177
2022-04-06,Clothing,61
2022-04-06,Electronics,202
2022-04-06,Furniture,25
2022-04-06,Toys,25
2022-04-06,Clothing,53
2022-04-06,Toys,108
2022-04-06,Toys,346
2022-04-06,Electronics,75
2022-04-06,Groceries,158
2022-04-06,Furniture,248
2022-04-06,Clothing,233
2022-04-06,Furniture,12
2022-04-06,Electronics,197
2022-04-06,Clothing,150
2022-04-06,Electronics,249
2022-04-06,Toys,116
2022-04-06,Groceries,63
2022-04-06,Toys,174
2022-04-06,Clothing,198
2022-04-06,Groceries,269
2022-04-06,Clothing,167
2022-04-06,Clothing,240
2022-04-06,Electronics,13
2022-04-06,Groceries,132
2022-04-06,Clothing,80
2022-04-06,Groceries,56
2022-04-06,Furniture,147
2022-04-06,Groceries,21
2022-04-06,Electronics,11
2022-04-06,Electronics,73
2022-04-06,Toys,222
2022-04-06,Toys,204
2022-04-06,Toys,245
2022-04-06,Clothing,120
2022-04-06,Furniture,150
2022-04-06,Groceries,153
2022-04-06,Electronics,118
2022-04-06,Toys,17
2022-04-06,Toys,95
2022-04-06,Electronics,88
2022-04-06,Toys,377
2022-04-06,Furniture,220
2022-04-06,Groceries,181
2022-04-06,Electronics,255
2022-04-06,Clothing,81
2022-04-06,Electronics,86
2022-04-06,Toys,38
2022-04-06,Electronics,168
2022-04-06,Furniture,224
2022-04-06,Furniture,166
2022-04-06,Clothing,129
2022-04-06,Toys,47
2022-04-06,Toys,16
2022-04-06,Furniture,39
2022-04-06,Groceries,58
2022-04-06,Furniture,91
2022-04-06,Furniture,242
2022-04-06,Clothing,122
2022-04-06,Furniture,95
2022-04-06,Toys,403
2022-04-06,Furniture,4
2022-04-06,Toys,283
2022-04-06,Groceries,120
2022-04-06,Electronics,286
2022-04-06,Furniture,123
2022-04-06,Toys,129
2022-04-06,Groceries,229
2022-04-06,Electronics,296
2022-04-06,Toys,171
2022-04-06,Furniture,23
2022-04-06,Furniture,75
2022-04-06,Electronics,357
2022-04-06,Toys,14
2022-04-07,Furniture,189
2022-04-07,Toys,141
2022-04-07,Clothing,99
2022-04-07,Furniture,26
2022-04-07,Clothing,70
2022-04-07,Toys,59
2022-04-07,Toys,106
2022-04-07,Groceries,404
2022-04-07,Groceries,25
2022-04-07,Electronics,29
2022-04-07,Groceries,259
2022-04-07,Groceries,126
2022-04-07,Groceries,271
2022-04-07,Electronics,157
2022-04-07,Clothing,228
2022-04-07,Toys,4
2022-04-07,Furniture,178
2022-04-07,Electronics,197
2022-04-07,Toys,65
2022-04-07,Groceries,71
2022-04-07,Groceries,252
2022-04-07,Furniture,30
2022-04-07,Furniture,57
2022-04-07,Toys,74
2022-04-07,Groceries,345
2022-04-07,Toys,37
2022-04-07,Furniture,56
2022-04-07,Electronics,192
2022-04-07,Groceries,154
2022-04-07,Toys,70
2022-04-07,Electronics,287
2022-04-07,Clothing,118
2022-04-07,Groceries,106
2022-04-07,Furniture,38
2022-04-07,Clothing,387
2022-04-07,Groceries,92
2022-04-07,Groceries,189
2022-04-07,Clothing,25
2022-04-07,Furniture,264
2022-04-07,Groceries,108
2022-04-07,Toys,19
2022-04-07,Clothing,183
2022-04-07,Clothing,206
2022-04-07,Electronics,193
2022-04-07,Clothing,13
2022-04-07,Electronics,277
2022-04-07,Clothing,166
2022-04-07,Groceries,30
2022-04-07,Electronics,220
2022-04-07,Clothing,393
2022-04-07,Groceries,194
2022-04-07,Toys,217
2022-04-07,Electronics,9
2022-04-07,Electronics,54
2022-04-07,Electronics,39
2022-04-07,Electronics,16
2022-04-07,Furniture,228
2022-04-07,Furniture,290
2022-04-07,Electronics,100
2022-04-07,Groceries,14
2022-04-07,Groceries,61
2022-04-07,Furniture,65
2022-04-07,Electronics,222
2022-04-07,Clothing,1
2022-04-07,Groceries,373
2022-04-07,Groceries,359
2022-04-07,Electronics,390
2022-04-07,Clothing,70
2022-04-07,Toys,15
2022-04-07,Toys,83
2022-04-07,Groceries,131
2022-04-07,Toys,401
2022-04-07,Groceries,147
2022-04-07,Groceries,99
2022-04-07,Groceries,110
2022-04-07,Groceries,147
2022-04-07,Furniture,110
2022-04-07,Electronics,81
2022-04-07,Toys,337
2022-04-07,Furniture,26
2022-04-07,Clothing,124
2022-04-07,Clothing,152
2022-04-07,Clothing,409
2022-04-07,Toys,57
2022-04-07,Toys,156
2022-04-07,Clothing,146
2022-04-07,Toys,222
2022-04-07,Groceries,46
2022-04-07,Electronics,60
2022-04-07,Toys,15
2022-04-07,Toys,124
2022-04-07,Toys,155
2022-04-07,Toys,130
2022-04-07,Clothing,112
2022-04-07,Groceries,77
2022-04-07,Toys,412
2022-04-07,Toys,160
2022-04-07,Electronics,64
2022-04-07,Electronics,229
2022-04-07,Toys,49
2022-04-08,Electronics,0
2022-04-08,Furniture,33
2022-04-08,Clothing,181
2022-04-08,Toys,27
2022-04-08,Furniture,212
2022-04-08,Electronics,295
2022-04-08,Groceries,261
2022-04-08,Clothing,102
2022-04-08,Electronics,51
2022-04-08,Clothing,6
2022-04-08,Furniture,88
2022-04-08,Furniture,25
2022-04-08,Groceries,269
2022-04-08,Toys,70
2022-04-08,Furniture,149
2022-04-08,Toys,19
2022-04-08,Clothing,4
2022-04-08,Groceries,25
2022-04-08,Clothing,93
2022-04-08,Toys,374
2022-04-08,Groceries,1
2022-04-08,Clothing,225
2022-04-08,Groceries,129
2022-04-08,Clothing,310
2022-04-08,Clothing,341
2022-04-08,Furniture,29
2022-04-08,Toys,370
2022-04-08,Clothing,325
2022-04-08,Toys,50
2022-04-08,Furniture,106
2022-04-08,Clothing,187
2022-04-08,Clothing,76
2022-04-08,Groceries,352
2022-04-08,Groceries,321
2022-04-08,Clothing,207
2022-04-08,Toys,173
2022-04-08,Clothing,448
2022-04-08,Groceries,247
2022-04-08,Toys,184
2022-04-08,Toys,60
2022-04-08,Groceries,331
2022-04-08,Furniture,12
2022-04-08,Toys,45
2022-04-08,Furniture,28
2022-04-08,Electronics,182
2022-04-08,Clothing,137
2022-04-08,Groceries,97
2022-04-08,Toys,201
2022-04-08,Clothing,55
2022-04-08,Furniture,130
2022-04-08,Groceries,142
2022-04-08,Furniture,131
2022-04-08,Clothing,87
2022-04-08,Toys,351
2022-04-08,Groceries,210
2022-04-08,Clothing,58
2022-04-08,Electronics,151
2022-04-08,Furniture,189
2022-04-08,Clothing,111
2022-04-08,Groceries,131
2022-04-08,Clothing,44
2022-04-08,Furniture,48
2022-04-08,Clothing,329
2022-04-08,Clothing,18
2022-04-08,Clothing,135
2022-04-08,Furniture,54
2022-04-08,Groceries,32
2022-04-08,Toys,148
2022-04-08,Clothing,83
2022-04-08,Clothing,9
2022-04-08,Clothing,192
2022-04-08,Toys,203
2022-04-08,Clothing,51
2022-04-08,Groceries,79
2022-04-08,Electronics,25
2022-04-08,Groceries,66
2022-04-08,Toys,39
2022-04-08,Groceries,77
2022-04-08,Groceries,340
2022-04-08,Clothing,23
2022-04-08,Clothing,115
2022-04-08,Groceries,5
2022-04-08,Groceries,116
2022-04-08,Toys,293
2022-04-08,Furniture,144
2022-04-08,Clothing,120
2022-04-08,Toys,308
2022-04-08,Clothing,116
2022-04-08,Groceries,17
2022-04-08,Electronics,238
2022-04-08,Furniture,158
2022-04-08,Groceries,206
2022-04-08,Clothing,19
2022-04-08,Furniture,29
2022-04-08,Furniture,10
2022-04-08,Clothing,13
2022-04-08,Electronics,327
2022-04-08,Electronics,124
2022-04-08,Electronics,125
2022-04-08,Toys,0
2022-04-09,Electronics,304
2022-04-09,Furniture,114
2022-04-09,Groceries,54
2022-04-09,Groceries,279
2022-04-09,Groceries,2
2022-04-09,Groceries,53
2022-04-09,Toys,45
2022-04-09,Electronics,144
2022-04-09,Toys,73
2022-04-09,Groceries,65
2022-04-09,Furniture,46
2022-04-09,Furniture,167
2022-04-09,Toys,396
2022-04-09,Toys,156
2022-04-09,Clothing,7
2022-04-09,Electronics,33
2022-04-09,Toys,366
2022-04-09,Groceries,17
2022-04-09,Furniture,360
2022-04-09,Furniture,302
2022-04-09,Furniture,114
2022-04-09,Clothing,67
2022-04-09,Furniture,71
2022-04-09,Toys,125
2022-04-09,Toys,94
2022-04-09,Electronics,79
2022-04-09,Clothing,350
2022-04-09,Groceries,295
2022-04-09,Furniture,254
2022-04-09,Toys,119
2022-04-09,Electronics,106
2022-04-09,Clothing,264
2022-04-09,Electronics,16
2022-04-09,Furniture,343
2022-04-09,Toys,31
2022-04-09,Groceries,123
2022-04-09,Electronics,177
2022-04-09,Clothing,105
2022-04-09,Furniture,261
2022-04-09,Groceries,282
2022-04-09,Toys,264
2022-04-09,Electronics,247
2022-04-09,Furniture,319
2022-04-09,Electronics,106
2022-04-09,Toys,51
2022-04-09,Toys,145
2022-04-09,Furniture,97
2022-04-09,Electronics,14
2022-04-09,Toys,24
2022-04-09,Groceries,121
2022-04-09,Groceries,254
2022-04-09,Electronics,216
2022-04-09,Clothing,427
2022-04-09,Furniture,94
2022-04-09,Electronics,169
2022-04-09,Furniture,371
2022-04-09,Toys,84
2022-04-09,Electronics,50
2022-04-09,Groceries,17
2022-04-09,Clothing,203
2022-04-09,Electronics,1
2022-04-09,Toys,60
2022-04-09,Electronics,55
2022-04-09,Electronics,198
2022-04-09,Groceries,123
2022-04-09,Groceries,51
2022-04-09,Toys,5
2022-04-09,Clothing,14
2022-04-09,Clothing,303
2022-04-09,Toys,116
2022-04-09,Furniture,55
2022-04-09,Electronics,122
2022-04-09,Clothing,283
2022-04-09,Groceries,72
2022-04-09,Electronics,163
2022-04-09,Groceries,223
2022-04-09,Electronics,123
2022-04-09,Clothing,157
2022-04-09,Groceries,138
2022-04-09,Furniture,176
2022-04-09,Electronics,82
2022-04-09,Groceries,39
2022-04-09,Toys,194
2022-04-09,Toys,43
2022-04-09,Groceries,24
2022-04-09,Furniture,311
2022-04-09,Electronics,426
2022-04-09,Furniture,111
2022-04-09,Furniture,51
2022-04-09,Clothing,405
2022-04-09,Furniture,417
2022-04-09,Clothing,444
2022-04-09,Furniture,139
2022-04-09,Electronics,17
2022-04-09,Electronics,128
2022-04-09,Groceries,100
2022-04-09,Electronics,93
2022-04-09,Furniture,20
2022-04-09,Groceries,321
2022-04-09,Clothing,71
2022-04-10,Clothing,111
2022-04-10,Clothing,316
2022-04-10,Electronics,31
2022-04-10,Clothing,48
2022-04-10,Furniture,46
2022-04-10,Furniture,23
2022-04-10,Furniture,131
2022-04-10,Clothing,346
2022-04-10,Toys,267
2022-04-10,Furniture,37
2022-04-10,Toys,36
2022-04-10,Electronics,10
2022-04-10,Electronics,67
2022-04-10,Groceries,120
2022-04-10,Groceries,198
2022-04-10,Groceries,50
2022-04-10,Electronics,189
2022-04-10,Groceries,141
2022-04-10,Furniture,277
2022-04-10,Clothing,320
2022-04-10,Groceries,156
2022-04-10,Electronics,128
2022-04-10,Clothing,188
2022-04-10,Clothing,108
2022-04-10,Toys,51
2022-04-10,Toys,288
2022-04-10,Groceries,111
2022-04-10,Clothing,40
2022-04-10,Clothing,143
2022-04-10,Clothing,87
2022-04-10,Toys,43
2022-04-10,Groceries,61
2022-04-10,Toys,111
2022-04-10,Toys,366
2022-04-10,Clothing,77
2022-04-10,Electronics,25
2022-04-10,Clothing,55
2022-04-10,Toys,44
2022-04-10,Toys,160
2022-04-10,Toys,63
2022-04-10,Toys,11
2022-04-10,Toys,163
2022-04-10,Electronics,106
2022-04-10,Groceries,78
2022-04-10,Groceries,82
2022-04-10,Toys,165
2022-04-10,Groceries,45
2022-04-10,Toys,107
2022-04-10,Clothing,90
2022-04-10,Groceries,282
2022-04-10,Groceries,438
2022-04-10,Clothing,220
2022-04-10,Clothing,1
2022-04-10,Toys,2
2022-04-10,Furniture,13
2022-04-10,Electronics,246
2022-04-10,Groceries,28
2022-04-10,Clothing,169
2022-04-10,Groceries,80
2022-04-10,Clothing,17
2022-04-10,Clothing,249
2022-04-10,Groceries,0
2022-04-10,Toys,242
2022-04-10,Clothing,26
2022-04-10,Groceries,80
2022-04-10,Furniture,47
2022-04-10,Electronics,363
2022-04-10,Furniture,93
2022-04-10,Electronics,102
2022-04-10,Clothing,60
2022-04-10,Electronics,80
2022-04-10,Clothing,22
2022-04-10,Clothing,230
2022-04-10,Toys,174
2022-04-10,Clothing,67
2022-04-10,Electronics,272
2022-04-10,Groceries,30
2022-04-10,Electronics,238
2022-04-10,Furniture,107
2022-04-10,Clothing,135
2022-04-10,Toys,23
2022-04-10,Groceries,70
2022-04-10,Toys,159
2022-04-10,Furniture,346
2022-04-10,Toys,68
2022-04-10,Toys,176
2022-04-10,Electronics,102
2022-04-10,Furniture,396
2022-04-10,Clothing,325
2022-04-10,Electronics,19
2022-04-10,Clothing,72
2022-04-10,Furniture,12
2022-04-10,Toys,114
2022-04-10,Clothing,354
2022-04-10,Toys,186
2022-04-10,Furniture,362
2022-04-10,Groceries,74
2022-04-10,Groceries,50
2022-04-10,Furniture,237
2022-04-10,Furniture,102
2022-04-11,Groceries,54
2022-04-11,Furniture,16
2022-04-11,Groceries,444
2022-04-11,Groceries,181
2022-04-11,Electronics,4
2022-04-11,Electronics,59
2022-04-11,Groceries,260
2022-04-11,Groceries,131
2022-04-11,Clothing,71
2022-04-11,Clothing,59
2022-04-11,Toys,5
2022-04-11,Electronics,110
2022-04-11,Electronics,185
2022-04-11,Electronics,338
2022-04-11,Clothing,199
2022-04-11,Groceries,192
2022-04-11,Electronics,11
2022-04-11,Groceries,98
2022-04-11,Furniture,104
2022-04-11,Clothing,47
2022-04-11,Clothing,155
2022-04-11,Toys,69
2022-04-11,Toys,353
2022-04-11,Furniture,92
2022-04-11,Clothing,97
2022-04-11,Electronics,132
2022-04-11,Groceries,299
2022-04-11,Clothing,77
2022-04-11,Furniture,142
2022-04-11,Toys,27
2022-04-11,Electronics,5
2022-04-11,Electronics,43
2022-04-11,Clothing,36
2022-04-11,Groceries,252
2022-04-11,Furniture,74
2022-04-11,Groceries,18
2022-04-11,Clothing,236
2022-04-11,Toys,476
2022-04-11,Toys,170
2022-04-11,Toys,259
2022-04-11,Electronics,125
2022-04-11,Groceries,44
2022-04-11,Toys,13
2022-04-11,Clothing,38
2022-04-11,Toys,134
2022-04-11,Groceries,445
2022-04-11,Toys,121
2022-04-11,Electronics,155
2022-04-11,Toys,8
2022-04-11,Groceries,358
2022-04-11,Furniture,302
2022-04-11,Toys,54
2022-04-11,Groceries,212
2022-04-11,Groceries,75
2022-04-11,Toys,228
2022-04-11,Clothing,106
2022-04-11,Clothing,159
2022-04-11,Furniture,322
2022-04-11,Electronics,63
2022-04-11,Clothing,332
2022-04-11,Electronics,220
2022-04-11,Groceries,343
2022-04-11,Electronics,100
2022-04-11,Groceries,76
2022-04-11,Furniture,290
2022-04-11,Clothing,125
2022-04-11,Furniture,17
2022-04-11,Toys,157
2022-04-11,Toys,299
2022-04-11,Toys,134
2022-04-11,Furniture,40
2022-04-11,Furniture,47
2022-04-11,Clothing,96
2022-04-11,Electronics,254
2022-04-11,Clothing,224
2022-04-11,Electronics,201
2022-04-11,Clothing,213
2022-04-11,Groceries,242
2022-04-11,Toys,157
2022-04-11,Electronics,42
2022-04-11,Clothing,18
2022-04-11,Clothing,28
2022-04-11,Clothing,42
2022-04-11,Electronics,325
2022-04-11,Groceries,123
2022-04-11,Furniture,32
2022-04-11,Furniture,103
2022-04-11,Groceries,168
2022-04-11,Toys,110
2022-04-11,Furniture,7
2022-04-11,Toys,50
2022-04-11,Furniture,103
2022-04-11,Electronics,71
2022-04-11,Clothing,302
2022-04-11,Groceries,20
2022-04-11,Furniture,37
2022-04-11,Toys,322
2022-04-11,Clothing,25
2022-04-11,Electronics,145
2022-04-11,Toys,305
2022-04-12,Furniture,43
2022-04-12,Toys,193
2022-04-12,Electronics,27
2022-04-12,Toys,49
2022-04-12,Toys,278
2022-04-12,Furniture,225
2022-04-12,Clothing,238
2022-04-12,Furniture,315
2022-04-12,Clothing,63
2022-04-12,Clothing,10
2022-04-12,Furniture,101
2022-04-12,Groceries,329
2022-04-12,Electronics,399
2022-04-12,Electronics,164
2022-04-12,Groceries,149
2022-04-12,Electronics,276
2022-04-12,Electronics,191
2022-04-12,Groceries,114
2022-04-12,Electronics,212
2022-04-12,Electronics,196
2022-04-12,Electronics,104
2022-04-12,Electronics,35
2022-04-12,Clothing,330
2022-04-12,Toys,25
2022-04-12,Groceries,322
2022-04-12,Clothing,38
2022-04-12,Furniture,434
2022-04-12,Groceries,35
2022-04-12,Clothing,250
2022-04-12,Furniture,164
2022-04-12,Clothing,15
2022-04-12,Electronics,278
2022-04-12,Furniture,37
2022-04-12,Groceries,181
2022-04-12,Furniture,311
2022-04-12,Groceries,35
2022-04-12,Groceries,121
2022-04-12,Clothing,28
2022-04-12,Electronics,199
2022-04-12,Groceries,204
2022-04-12,Toys,28
2022-04-12,Groceries,273
2022-04-12,Electronics,33
2022-04-12,Furniture,70
2022-04-12,Groceries,161
2022-04-12,Electronics,98
2022-04-12,Groceries,240
2022-04-12,Toys,28
2022-04-12,Electronics,71
2022-04-12,Clothing,51
2022-04-12,Furniture,203
2022-04-12,Groceries,50
2022-04-12,Toys,57
2022-04-12,Groceries,193
2022-04-12,Groceries,214
2022-04-12,Furniture,2
2022-04-12,Groceries,114
2022-04-12,Groceries,243
2022-04-12,Electronics,82
2022-04-12,Furniture,118
2022-04-12,Clothing,11
2022-04-12,Toys,43
2022-04-12,Electronics,211
2022-04-12,Toys,107
2022-04-12,Toys,21
2022-04-12,Clothing,156
2022-04-12,Toys,158
2022-04-12,Electronics,20
2022-04-12,Furniture,53
2022-04-12,Furniture,305
2022-04-12,Groceries,99
2022-04-12,Groceries,222
2022-04-12,Groceries,23
2022-04-12,Groceries,59
2022-04-12,Furniture,1
2022-04-12,Groceries,198
2022-04-12,Groceries,43
2022-04-12,Electronics,316
2022-04-12,Furniture,287
2022-04-12,Groceries,171
2022-04-12,Toys,79
2022-04-12,Toys,32
2022-04-12,Groceries,62
2022-04-12,Groceries,128
2022-04-12,Electronics,34
2022-04-12,Clothing,114
2022-04-12,Toys,33
2022-04-12,Toys,1
2022-04-12,Furniture,119
2022-04-12,Electronics,18
2022-04-12,Clothing,181
2022-04-12,Toys,129
2022-04-12,Toys,169
2022-04-12,Clothing,188
2022-04-12,Electronics,50
2022-04-12,Toys,51
2022-04-12,Toys,232
2022-04-12,Clothing,459
2022-04-12,Electronics,151
2022-04-12,Toys,189
2022-04-13,Toys,118
2022-04-13,Electronics,279
2022-04-13,Toys,217
2022-04-13,Toys,73
2022-04-13,Toys,72
2022-04-13,Clothing,137
2022-04-13,Clothing,134
2022-04-13,Furniture,120
2022-04-13,Groceries,403
2022-04-13,Electronics,191
2022-04-13,Toys,268
2022-04-13,Groceries,114
2022-04-13,Clothing,63
2022-04-13,Electronics,81
2022-04-13,Groceries,19
2022-04-13,Toys,233
2022-04-13,Furniture,4
2022-04-13,Furniture,30
2022-04-13,Furniture,148
2022-04-13,Clothing,220
2022-04-13,Groceries,65
2022-04-13,Clothing,192
2022-04-13,Toys,126
2022-04-13,Electronics,54
2022-04-13,Toys,17
2022-04-13,Groceries,356
2022-04-13,Furniture,176
2022-04-13,Toys,15
2022-04-13,Groceries,23
2022-04-13,Toys,233
2022-04-13,Clothing,58
2022-04-13,Electronics,290
2022-04-13,Furniture,133
2022-04-13,Electronics,77
2022-04-13,Electronics,118
2022-04-13,Clothing,7
2022-04-13,Groceries,120
2022-04-13,Toys,104
2022-04-13,Toys,139
2022-04-13,Furniture,323
2022-04-13,Furniture,239
2022-04-13,Clothing,88
2022-04-13,Toys,85
2022-04-13,Toys,70
2022-04-13,Toys,232
2022-04-13,Furniture,83
2022-04-13,Clothing,38
2022-04-13,Toys,107
2022-04-13,Furniture,77
2022-04-13,Groceries,1
2022-04-13,Furniture,27
2022-04-13,Clothing,283
2022-04-13,Clothing,212
2022-04-13,Groceries,204
2022-04-13,Groceries,212
2022-04-13,Electronics,16
2022-04-13,Electronics,83
2022-04-13,Groceries,60
2022-04-13,Electronics,412
2022-04-13,Toys,24
2022-04-13,Groceries,53
2022-04-13,Clothing,156
2022-04-13,Electronics,89
2022-04-13,Clothing,62
2022-04-13,Groceries,408
2022-04-13,Groceries,124
2022-04-13,Groceries,49
2022-04-13,Clothing,113
2022-04-13,Electronics,28
2022-04-13,Clothing,44
2022-04-13,Toys,285
2022-04-13,Electronics,58
2022-04-13,Groceries,31
2022-04-13,Groceries,278
2022-04-13,Electronics,16
2022-04-13,Furniture,34
2022-04-13,Toys,8
2022-04-13,Toys,139
2022-04-13,Electronics,74
2022-04-13,Electronics,117
2022-04-13,Groceries,14
2022-04-13,Groceries,432
2022-04-13,Clothing,38
2022-04-13,Toys,40
2022-04-13,Furniture,69
2022-04-13,Furniture,41
2022-04-13,Clothing,2
2022-04-13,Clothing,174
2022-04-13,Electronics,0
2022-04-13,Groceries,154
2022-04-13,Clothing,129
2022-04-13,Groceries,191
2022-04-13,Clothing,52
2022-04-13,Electronics,74
2022-04-13,Toys,64
2022-04-13,Groceries,88
2022-04-13,Toys,151
2022-04-13,Clothing,235
2022-04-13,Electronics,275
2022-04-13,Electronics,28
2022-04-14,Groceries,200
2022-04-14,Toys,172
2022-04-14,Clothing,9
2022-04-14,Toys,54
2022-04-14,Clothing,315
2022-04-14,Furniture,65
2022-04-14,Furniture,2
2022-04-14,Clothing,158
2022-04-14,Electronics,400
2022-04-14,Clothing,275
2022-04-14,Toys,89
2022-04-14,Furniture,48
2022-04-14,Furniture,48
2022-04-14,Electronics,45
2022-04-14,Groceries,80
2022-04-14,Toys,20
2022-04-14,Electronics,162
2022-04-14,Clothing,180
2022-04-14,Toys,132
2022-04-14,Toys,175
2022-04-14,Toys,151
2022-04-14,Electronics,34
2022-04-14,Furniture,104
2022-04-14,Electronics,108
2022-04-14,Electronics,142
2022-04-14,Toys,59
2022-04-14,Groceries,3
2022-04-14,Groceries,23
2022-04-14,Furniture,79
2022-04-14,Clothing,442
2022-04-14,Clothing,133
2022-04-14,Electronics,113
2022-04-14,Clothing,106
2022-04-14,Furniture,104
2022-04-14,Electronics,164
2022-04-14,Furniture,85
2022-04-14,Electronics,355
2022-04-14,Furniture,200
2022-04-14,Clothing,75
2022-04-14,Groceries,238
2022-04-14,Clothing,158
2022-04-14,Groceries,27
2022-04-14,Groceries,201
2022-04-14,Clothing,8
2022-04-14,Toys,59
2022-04-14,Furniture,7
2022-04-14,Groceries,175
2022-04-14,Furniture,187
2022-04-14,Toys,290
2022-04-14,Toys,52
2022-04-14,Furniture,74
2022-04-14,Toys,118
2022-04-14,Clothing,17
2022-04-14,Furniture,95
2022-04-14,Furniture,171
2022-04-14,Groceries,107
2022-04-14,Clothing,194
2022-04-14,Electronics,104
2022-04-14,Clothing,226
2022-04-14,Toys,34
2022-04-14,Clothing,247
2022-04-14,Furniture,52
2022-04-14,Furniture,206
2022-04-14,Electronics,197
2022-04-14,Clothing,91
2022-04-14,Furniture,102
2022-04-14,Clothing,53
2022-04-14,Groceries,146
2022-04-14,Groceries,388
2022-04-14,Toys,132
2022-04-14,Electronics,34
2022-04-14,Furniture,7
2022-04-14,Toys,192
2022-04-14,Electronics,92
2022-04-14,Electronics,201
2022-04-14,Furniture,172
2022-04-14,Toys,96
2022-04-14,Clothing,83
2022-04-14,Furniture,286
2022-04-14,Electronics,72
2022-04-14,Furniture,426
2022-04-14,Furniture,150
2022-04-14,Electronics,13
2022-04-14,Furniture,74
2022-04-14,Groceries,9
2022-04-14,Toys,52
2022-04-14,Clothing,178
2022-04-14,Electronics,177
2022-04-14,Furniture,184
2022-04-14,Electronics,222
2022-04-14,Electronics,45
2022-04-14,Furniture,295
2022-04-14,Electronics,13
2022-04-14,Electronics,189
2022-04-14,Toys,135
2022-04-14,Furniture,31
2022-04-14,Groceries,208
2022-04-14,Furniture,137
2022-04-14,Electronics,93
2022-04-14,Toys,72
2022-04-15,Groceries,36
2022-04-15,Electronics,387
2022-04-15,Electronics,216
2022-04-15,Toys,32
2022-04-15,Toys,164
2022-04-15,Electronics,138
2022-04-15,Furniture,34
2022-04-15,Groceries,166
2022-04-15,Electronics,102
2022-04-15,Furniture,0
2022-04-15,Groceries,76
2022-04-15,Toys,213
2022-04-15,Toys,20
2022-04-15,Clothing,46
2022-04-15,Electronics,106
2022-04-15,Toys,30
2022-04-15,Groceries,24
2022-04-15,Electronics,41
2022-04-15,Furniture,10
2022-04-15,Furniture,62
2022-04-15,Electronics,62
2022-04-15,Electronics,78
2022-04-15,Groceries,141
2022-04-15,Toys,166
2022-04-15,Furniture,85
2022-04-15,Groceries,336
2022-04-15,Furniture,119
2022-04-15,Furniture,214
2022-04-15,Furniture,139
2022-04-15,Toys,42
2022-04-15,Furniture,44
2022-04-15,Groceries,33
2022-04-15,Toys,4
2022-04-15,Clothing,48
2022-04-15,Electronics,120
2022-04-15,Groceries,3
2022-04-15,Clothing,143
2022-04-15,Groceries,196
2022-04-15,Toys,57
2022-04-15,Groceries,260
2022-04-15,Toys,209
2022-04-15,Clothing,72
2022-04-15,Furniture,55
2022-04-15,Electronics,422
2022-04-15,Clothing,190
2022-04-15,Furniture,456
2022-04-15,Groceries,152
2022-04-15,Toys,51
2022-04-15,Clothing,108
2022-04-15,Electronics,219
2022-04-15,Toys,158
2022-04-15,Electronics,17
2022-04-15,Electronics,2
2022-04-15,Clothing,201
